name,location,rate_per_sqft,area_in_sqft,area_type,property_title,property_type,bhk_type,price_in_cr
godrej green glades,godrej green glades,5581,2150,super,godrej green glades,flat,3,1.2
goyal orchid regal,"inmakarba, sg highway",6895,1813,carpet,goyal orchid regal,flat,3,1.25
anantra abod,anantra abod,14054,1850,carpet,anantra abod,flat,4,2.6
avirat silver harmony 2,avirat silver harmony 2,10916,2141,super,avirat silver harmony 2,flat,3,1.31
applewoods township,applewoods township,6582,4254,built-up,applewoods township,flat,5,2.8
shaligram 3,shaligram 3,14089,6750,super,shaligram 3,house,4,9.51
vishwanath sharanam county,vishwanath sharanam county,12963,2700,super,vishwanath sharanam county,house,4,3.5
ganesh malabar exotica,ganesh malabar exotica,6571,1750,carpet,ganesh malabar exotica,flat,3,1.15
harvi helenium,"insouth bopal, ahmedabad",4545,1760,super,harvi helenium,flat,3,0.8
zion windfield,zion windfield,8158,3677,super,zion windfield,flat,4,3
motera chs,motera chs,5238,2100,super,motera chs,flat,3,1.1
"shilaj, ahmedabad, ahmedabad west","shilaj, ahmedabad, ahmedabad west",7618,13455,super,"shilaj, ahmedabad, ahmedabad west",flat,5,10.25
orchid paradise,orchid paradise,5000,1480,super,orchid paradise,flat,3,0.74
samyak 49,samyak 49,13411,2585,super,samyak 49,flat,3,1.95
belvedere,belvedere,5167,2322,super,belvedere,flat,3,1.2
safal riviera springs,safal riviera springs,6928,2598,super,safal riviera springs,flat,3,1.8
safal riviera aspire,safal riviera aspire,5500,2740,super,safal riviera aspire,flat,3,1.51
safal riviera aspire,safal riviera aspire,5500,2778,super,safal riviera aspire,flat,3,1.53
aaryan city,aaryan city,6286,2052,built-up,aaryan city,flat,3,1.29
suyog residency,suyog residency,9000,2000,super,suyog residency,flat,3,1.8
richmond grand,richmond grand,6060,1485,super,richmond grand,flat,2,0.9
sakal residency,sakal residency,4755,2103,super,sakal residency,flat,3,1
silver coin,"inpaldi, ahmedabad",13306,977,carpet,silver coin,flat,3,1.3
deep indraprasth shivanta,deep indraprasth shivanta,6800,3170,carpet,deep indraprasth shivanta,flat,4,2.16
piv ayaan,piv ayaan,8916,3230,super,piv ayaan,flat,4,2.88
gurukul society,gurukul society,20000,1800,super,gurukul society,flat,5,3.6
deep indraprasth gulmohar,deep indraprasth gulmohar,10227,4400,super,deep indraprasth gulmohar,flat,4,4.5
safal riviera aspire,safal riviera aspire,5900,3291,super,safal riviera aspire,flat,4,1.94
orchid divine,orchid divine,5226,1435,super,orchid divine,flat,3,0.75
kavisha atria,kavisha atria,9061,927,carpet,kavisha atria,flat,3,0.84
avirat silver harmony 2,avirat silver harmony 2,5521,2118,super,avirat silver harmony 2,flat,3,1.17
nishant ratnaakar 3,nishant ratnaakar 3,9502,3420,super,nishant ratnaakar 3,flat,4,3.25
sarjan setu vertica,sarjan setu vertica,4855,1341,super,sarjan setu vertica,flat,2,0.6511
shilp revanta,shilp revanta,4503,1510,super,shilp revanta,flat,3,0.68
saamarth heaven 3,saamarth heaven 3,5910,2115,super,saamarth heaven 3,flat,3,1.25
gala villa aqua,gala villa aqua,8765,8100,built-up,gala villa aqua,house,4,7.1
safal orchid blues,safal orchid blues,8358,1215,super,safal orchid blues,flat,2,0.56
nishant ratnaakar caledonia,nishant ratnaakar caledonia,10466,3105,super,nishant ratnaakar caledonia,flat,4,3.25
samarth stanza,samarth stanza,5120,1250,super,samarth stanza,flat,2,0.64
trinity sky,"insouth bopal, ahmedabad",5135,1850,super,trinity sky,flat,3,0.95
savvy swaraaj sports living,savvy swaraaj sports living,4793,1210,super,savvy swaraaj sports living,flat,2,0.58
archway by adani realty,archway by adani realty,6369,2512,super,archway by adani realty,flat,4,1.6
gaurav park society,gaurav park society,24691,810,super,gaurav park society,house,4,2
anjani eden parmeshwar,nan,8762,856,carpet,anjani eden parmeshwar,flat,3,0.75
gala marvella,gala marvella,7927,2775,super,gala marvella,flat,4,2.2
sun south rayz,sun south rayz,5000,1440,super,sun south rayz,flat,3,0.72
safal riviera aspire,safal riviera aspire,13327,1485,super,safal riviera aspire,flat,3,1.98
godrej green glades,godrej green glades,8825,1133,carpet,godrej green glades,flat,3,1
aakar ishan silver,aakar ishan silver,4527,1215,super,aakar ishan silver,flat,2,0.55
safal parisar 1,safal parisar 1,7142,1470,super,safal parisar 1,flat,3,1.05
shri sp nirvana,shri sp nirvana,4529,1700,super,shri sp nirvana,flat,3,0.77
jl complex,jl complex,17886,615,carpet,jl complex,flat,2,1.1
zion windfield,zion windfield,9458,2548,super,zion windfield,flat,3,2.41
safal riviera springs,safal riviera springs,7565,4494,super,safal riviera springs,house,4,3.4
times 104,times 104,11000,4500,super,times 104,flat,4,4.95
nakshatra home,nakshatra home,49019,153,super,nakshatra home,flat,2,0.75
zion skyfield,zion skyfield,8720,1550,super,zion skyfield,flat,3,0.75
saanvi nirman spectra,saanvi nirman spectra,5472,3125,super,saanvi nirman spectra,flat,4,1.71
arvind uplands one,arvind uplands one,8838,9900,super,arvind uplands one,flat,4,8.75
time 40,time 40,18591,3550,carpet,time 40,flat,5,6.6
santur bungalow,santur bungalow,17820,2385,carpet,santur bungalow,flat,3,4.25
maruti gokul palace,nan,8438,877,carpet,maruti gokul palace,flat,3,0.74
beverlynn vasudha,nan,6652,917,carpet,beverlynn vasudha,flat,3,0.61
sparsh peletial living,sparsh peletial living,11794,1950,carpet,sparsh peletial living,flat,4,2.3
applewoods villa santolina,applewoods villa santolina,13064,3942,super,applewoods villa santolina,flat,4,5.15
shreenathji sona siddhi,shreenathji sona siddhi,5660,371,built-up,shreenathji sona siddhi,flat,1,0.21
diamond tower,diamond tower,9051,2248,super,diamond tower,flat,3,1.25
"thaltej, ahmedabad, ahmedabad west","thaltej, ahmedabad, ahmedabad west",35714,1386,built-up,"thaltej, ahmedabad, ahmedabad west",house,2,2.25
aaryan city phase 2,aaryan city phase 2,4826,1989,super,aaryan city phase 2,flat,3,0.96
madhav residency,madhav residency,8750,1440,super,madhav residency,flat,3,0.7
safal riviera aspire,safal riviera aspire,5500,3291,super,safal riviera aspire,flat,4,1.81
garden eden,garden eden,6625,1100,super,garden eden,flat,2,0.54
orchid heaven,orchid heaven,6666,1725,super,orchid heaven,flat,3,1.15
dayasagar aura,dayasagar aura,3267,3060,super,dayasagar aura,flat,3,1
"nava naroda, ahmedabad, ahmedabad east","nava naroda, ahmedabad, ahmedabad east",11393,3774,built-up,"nava naroda, ahmedabad, ahmedabad east",house,4,4.3
uma yash flora,uma yash flora,3858,1296,super,uma yash flora,flat,2,0.5
virasat palm glory 3,virasat palm glory 3,4729,1755,super,virasat palm glory 3,flat,3,0.83
shree sun setu,shree sun setu,4175,1485,super,shree sun setu,flat,3,0.62
archway by adani realty,archway by adani realty,6714,1936,super,archway by adani realty,flat,3,1.3
sahaj residency,sahaj residency,4000,1125,super,sahaj residency,flat,2,0.45
3bhk apartment,nan,4938,1620,built-up,3bhk apartment,flat,3,0.8
safal riviera aspire,safal riviera aspire,6700,3291,super,safal riviera aspire,flat,4,2.2
"south bopal, ahmedabad, ahmedabad west","south bopal, ahmedabad, ahmedabad west",13272,1130,plot,"south bopal, ahmedabad, ahmedabad west",house,5,1.5
garden eden,garden eden,4727,1100,super,garden eden,flat,2,0.52
piv ayaan,piv ayaan,9000,3230,super,piv ayaan,flat,4,2.91
madhav oeuvre 2,madhav oeuvre 2,8522,4341,super,madhav oeuvre 2,flat,4,3.7
sky sol,sky sol,4861,1440,super,sky sol,flat,3,0.7
rashmi nivaasa,rashmi nivaasa,5298,1510,super,rashmi nivaasa,flat,3,0.8
maharsh harsh evoq,maharsh harsh evoq,7176,850,carpet,maharsh harsh evoq,flat,2,0.61
supercity luxuria,supercity luxuria,6614,3024,super,supercity luxuria,flat,4,2
nishant ratnaakar 4,nishant ratnaakar 4,9179,2070,super,nishant ratnaakar 4,flat,3,1.9
arjun ratna apartment,arjun ratna apartment,8933,750,super,arjun ratna apartment,flat,2,0.67
sahara samatva bunglow,sahara samatva bunglow,8230,3402,built-up,sahara samatva bunglow,house,3,2.8
sakan twins,sakan twins,192000,125,built-up,sakan twins,house,3,2.4
veritas,veritas,6666,2475,super,veritas,flat,3,1.65
veritas,veritas,6666,2412,super,veritas,flat,3,1.61
manali apartment,manali apartment,10198,3775,built-up,manali apartment,flat,4,3.85
elegance tower,elegance tower,10536,2610,super,elegance tower,flat,4,2.75
on request,on request,6887,7623,super,on request,house,4,5.25
karnavati gokuldham,karnavati gokuldham,4125,1503,super,karnavati gokuldham,flat,2,0.62
archway by adani realty,archway by adani realty,7364,2512,super,archway by adani realty,flat,4,1.85
sharanya skyvue,sharanya skyvue,9770,3480,plot,sharanya skyvue,land,4,3.4
gala swing,gala swing,6785,2800,super,gala swing,flat,4,1.86
serene sparkles,serene sparkles,5085,1750,super,serene sparkles,flat,3,0.89
siddhipriya imperial,siddhipriya imperial,9352,3228,super,siddhipriya imperial,flat,4,1.66
942 the address,942 the address,8070,2540,super,942 the address,flat,3,2.05
saanvi nirman spectra,saanvi nirman spectra,6277,2310,super,saanvi nirman spectra,flat,3,1.45
saanvi nirman spectra,saanvi nirman spectra,5440,3125,super,saanvi nirman spectra,flat,4,1.7
west wing skyville,west wing skyville,7163,6421,super,west wing skyville,flat,4,4.6
vishwanath sharanam county,vishwanath sharanam county,12342,2763,super,vishwanath sharanam county,house,4,3.41
himapark society,himapark society,9285,1400,plot,himapark society,house,4,1.3
maruti aaron elegance,maruti aaron elegance,5634,1260,super,maruti aaron elegance,flat,2,0.71
posh by sangath ipl,posh by sangath ipl,12016,1914,built-up,posh by sangath ipl,flat,4,2.3
anand ilyf,anand ilyf,5093,1620,carpet,anand ilyf,flat,3,0.825
sky leaf,sky leaf,8799,852,super,sky leaf,flat,3,0.75
gala haven,gala haven,8000,1300,super,gala haven,flat,2,0.64
ld aleta,ld aleta,5128,1170,super,ld aleta,flat,2,0.6
nr jain society,nr jain society,6966,2340,super,nr jain society,flat,3,1.63
nilayam parmeshwar,nilayam parmeshwar,4213,1899,super,nilayam parmeshwar,flat,3,0.8
"red bricks royal opulence, s.g highway , ahemdabad","red bricks royal opulence, s.g highway , ahemdabad",4555,1800,built-up,"red bricks royal opulence, s.g highway , ahemdabad",flat,3,0.82
bhagirath city homes,bhagirath city homes,2916,720,super,bhagirath city homes,flat,1,0.21
safal riviera aspire,safal riviera aspire,5500,2778,super,safal riviera aspire,flat,3,1.53
satyamev vista,satyamev vista,3703,2700,super,satyamev vista,flat,2,1
luxuria one,luxuria one,6886,3006,super,luxuria one,flat,4,2.07
uganda park society,uganda park society,11682,3852,plot,uganda park society,land,2,4.5
sun residency,sun residency,19298,1710,plot,sun residency,house,3,3.3
palm glory 3,palm glory 3,8058,1030,carpet,palm glory 3,flat,3,0.83
trilokesh gulmohar heights,trilokesh gulmohar heights,10732,1980,super,trilokesh gulmohar heights,flat,3,1.7
ratnaakar aravalli,ratnaakar aravalli,11696,7695,super,ratnaakar aravalli,house,4,9
imperian,imperian,8997,6124,super,imperian,flat,4,5.51
swati residency 5,swati residency 5,4468,1544,super,swati residency 5,flat,3,0.69
avirat silver harmony 2,avirat silver harmony 2,5524,2118,super,avirat silver harmony 2,flat,3,1.17
navpadh kalatirth premium,navpadh kalatirth premium,5359,3265,super,navpadh kalatirth premium,flat,4,1.75
zircon classic,zircon classic,5446,2295,super,zircon classic,flat,3,1.25
setu scarlet,setu scarlet,6444,2250,super,setu scarlet,flat,3,1.45
prestine,prestine,5000,4800,super,prestine,house,4,2.4
penthou se,penthou se,9758,4752,super,penthou se,flat,5,2.55
shreenath bunglow,shreenath bunglow,157500,200,super,shreenath bunglow,flat,4,3.15
sehaj bungalows,sehaj bungalows,11200,2500,built-up,sehaj bungalows,house,3,2.8
setu solitaire,setu solitaire,4558,1755,super,setu solitaire,flat,3,0.8
devpriya apartment,devpriya apartment,9333,2680,super,devpriya apartment,flat,3,1.4
sankalp grace 3,sankalp grace 3,7500,3920,super,sankalp grace 3,flat,4,2.94
gala haven,gala haven,5281,1420,super,gala haven,flat,2,0.75
keshar samruddham,keshar samruddham,5252,990,super,keshar samruddham,flat,2,0.52
malay heights,malay heights,10092,747,plot,malay heights,flat,1,0.32
sudarshan gold apartments,sudarshan gold apartments,7831,2043,super,sudarshan gold apartments,flat,3,1.6
shyprem sky,shyprem sky,5575,2780,super,shyprem sky,flat,4,1.55
goyal riviera woods,goyal riviera woods,14986,5004,carpet,goyal riviera woods,flat,5,7.5
turquoise greenz,turquoise greenz,8592,931,super,turquoise greenz,flat,3,0.8
shafalya shlok parisar,shafalya shlok parisar,5555,1170,super,shafalya shlok parisar,flat,2,0.65
ralsons hariom sapphire,"inognaj , sg highway",8942,917,super,ralsons hariom sapphire,flat,3,0.82
akshar aryan elegance,"inpaldi, ahmedabad",,1009,carpet,akshar aryan elegance,flat,3,
godrej green glades,godrej green glades,9444,1650,super,godrej green glades,flat,3,0.85
aristo aalayam,aristo aalayam,49333,300,super,aristo aalayam,flat,3,1.48
shantinath apartment,shantinath apartment,4769,650,carpet,shantinath apartment,flat,1,0.31
western glory,western glory,5329,1592,super,western glory,flat,3,0.8484
art nirman shree vishnudhara gardens,art nirman shree vishnudhara gardens,5442,1800,super,art nirman shree vishnudhara gardens,flat,3,0.9797
safal riviera springs,safal riviera springs,12430,1810,carpet,safal riviera springs,flat,4,2.25
godrej pinecrest,godrej pinecrest,5427,2211,super,godrej pinecrest,flat,3,1.2
godrej orchard cluster,godrej orchard cluster,5138,1265,super,godrej orchard cluster,flat,2,0.65
rudram skyvue,rudram skyvue,12470,1122,carpet,rudram skyvue,flat,3,1.4
atrius by adani realty,atrius by adani realty,9298,699,super,atrius by adani realty,flat,2,0.65
samruddhi residency,samruddhi residency,2232,1053,super,samruddhi residency,flat,2,0.235
aarohi vivianna,aarohi vivianna,4470,1700,super,aarohi vivianna,flat,3,0.76
jay society,jay society,13355,2808,super,jay society,flat,4,3.75
sambhav stavan avisha,sambhav stavan avisha,9504,1999,super,sambhav stavan avisha,flat,3,1.9
seventh bliss,seventh bliss,4918,1413,super,seventh bliss,flat,2,0.695
vandemataram icon,vandemataram icon,5037,1350,super,vandemataram icon,flat,2,0.68
sahajanand park,sahajanand park,15151,1089,plot,sahajanand park,house,5,1.65
western glory,western glory,5621,1512,super,western glory,flat,3,0.85
aster by adani realty,aster by adani realty,10031,697,carpet,aster by adani realty,flat,2,0.7
umiya park society,umiya park society,9921,1260,super,umiya park society,flat,2,1.25
hn safal orchid harmony,hn safal orchid harmony,7173,2300,super,hn safal orchid harmony,flat,4,1.65
paghadi amranthus villas,paghadi amranthus villas,15130,4230,super,paghadi amranthus villas,house,4,6.4
earth rosette,earth rosette,9000,1550,super,earth rosette,flat,3,0.72
pacifica green acres,pacifica green acres,7317,2050,super,pacifica green acres,flat,3,1.5
panchshlok home,panchshlok home,4938,729,super,panchshlok home,flat,1,0.36
safal riviera springs,safal riviera springs,6928,2598,super,safal riviera springs,flat,3,1.8
archway by adani realty,archway by adani realty,7489,1936,super,archway by adani realty,flat,3,1.45
maharsh harsh icon,maharsh harsh icon,4237,1770,super,maharsh harsh icon,flat,3,0.75
ratnaakar beaumonde,ratnaakar beaumonde,12490,3915,super,ratnaakar beaumonde,flat,4,4.89
aroma aakruti heights,aroma aakruti heights,7200,1250,super,aroma aakruti heights,flat,2,0.9
sheladia sarva,sheladia sarva,7882,888,super,sheladia sarva,flat,3,0.7
safal parisar 2,safal parisar 2,6299,1905,super,safal parisar 2,flat,3,1.2
silver spring,silver spring,5555,1890,super,silver spring,flat,3,1.05
safal riviera aspire,safal riviera aspire,6229,3291,super,safal riviera aspire,flat,4,2.05
safal riviera aspire,safal riviera aspire,6659,2778,super,safal riviera aspire,flat,3,1.85
avirat silver harmony 2,avirat silver harmony 2,6349,2835,super,avirat silver harmony 2,flat,4,1.8
atrius by adani realty,atrius by adani realty,5284,1270,super,atrius by adani realty,flat,2,0.6711
avirat silver harmony 2,avirat silver harmony 2,6305,2141,super,avirat silver harmony 2,flat,3,1.35
satyamev vista,satyamev vista,5027,1800,super,satyamev vista,flat,3,0.905
b desai anand sapphire,b desai anand sapphire,6044,1737,super,b desai anand sapphire,flat,3,1.05
swarnim sentossa,swarnim sentossa,4933,2250,super,swarnim sentossa,flat,3,1.11
tanishk enclave,tanishk enclave,5877,2382,super,tanishk enclave,flat,3,1.4
shaligram garden residency 1,shaligram garden residency 1,5092,1630,super,shaligram garden residency 1,flat,3,0.83
sky leaf,sky leaf,4354,1665,super,sky leaf,flat,3,0.725
aashray aurum,aashray aurum,5714,1750,super,aashray aurum,flat,3,1
seventh bliss,seventh bliss,4847,1413,super,seventh bliss,flat,2,0.685
amogha by adani realty,amogha by adani realty,7500,1800,super,amogha by adani realty,flat,3,1.35
shreeyam lotus,shreeyam lotus,5397,1760,super,shreeyam lotus,flat,3,0.95
orchid heights,orchid heights,6097,2460,super,orchid heights,flat,4,1.5
sun south rayz,sun south rayz,5208,1440,super,sun south rayz,flat,3,0.75
goyal riviera elite,goyal riviera elite,8318,4508,super,goyal riviera elite,flat,5,3.75
shri hari residency,shri hari residency,4938,1215,super,shri hari residency,flat,2,0.6
safal riviera aspire,safal riviera aspire,6532,3291,super,safal riviera aspire,flat,4,2.15
orchid paradise,orchid paradise,4899,1490,super,orchid paradise,flat,3,0.73
pankaj society,pankaj society,7649,1621,super,pankaj society,flat,3,1.24
"bhatta, paldi, ahmedabad west","bhatta, paldi, ahmedabad west",9555,6408,super,"bhatta, paldi, ahmedabad west",flat,3,6.12
viva elegance 2,viva elegance 2,7294,1503,super,viva elegance 2,flat,3,0.62
shrimay opulence,shrimay opulence,8768,855,carpet,shrimay opulence,flat,3,0.75
supercity glory,supercity glory,12074,2907,super,supercity glory,house,3,3.51
virasat palm glory 4,virasat palm glory 4,6166,1800,super,virasat palm glory 4,flat,3,1.11
savvy swaraaj sports living,savvy swaraaj sports living,7692,1210,super,savvy swaraaj sports living,flat,2,0.6
sambhav stavan avisha,sambhav stavan avisha,9250,2000,built-up,sambhav stavan avisha,flat,3,1.85
ishaan 1,ishaan 1,10158,1575,built-up,ishaan 1,flat,3,1.6
vishwas appartment,vishwas appartment,4831,2070,super,vishwas appartment,house,3,1
celestial living,celestial living,10227,968,carpet,celestial living,flat,3,0.99
satvam viburnum,satvam viburnum,5735,1761,super,satvam viburnum,flat,3,1.01
shilp serene,shilp serene,5771,1750,super,shilp serene,flat,3,1.01
maruti aatman,maruti aatman,22230,2384,carpet,maruti aatman,flat,4,5.3
piv ayaan,piv ayaan,19676,1778,carpet,piv ayaan,flat,4,3.5
